Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
Bueno Finance,FinTech,seed,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",3000000.0,2019.0,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",seed,Gurugram
CityMall,E-commerce,series b,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,22000000.0,2019.0,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",series b,Gurugram
The Switch Fix,HealthCare,seed,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,0.0,2019.0,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns",seed,Gurugram
DigiSparsh,FinTech,seed,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,0.0,2020.0,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,seed,Mumbai
CoffeeMug.ai,Networking,pre-seed,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",620000.0,2020.0,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",pre-seed,New Delhi
Pathfndr.io,SaaS startup,pre-series a,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,0.0,2015.0,Varun Gupta,Arali Ventures,pre-series a,Bangalore
Kazam,EV startup,seed,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",900000.0,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,seed,Bangalore
BimaPe,FinTech,pre-seed,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',500000.0,2020.0,Rahul Mathur,"iSeed, Titan Capital",pre-seed,Mumbai
Synapsica,HealthCare,series a,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,4000000.0,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",series a,New Delhi
Kwik Foods,Food & Beverages,seed,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,0.0,2020.0,"Prabhleen Kaur, Harshal Patel",9Unicorns,seed,Gurugram
GoMechanic,Automotive,series c,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",42000000.0,2016.0,Kushal Karwa,"Tiger Global, Sequoia",series c,Gurugram
Green Cure,HealthCare,pre-series a,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,0.0,2015.0,Sanchit Garg,Venture Catalysts,pre-series a,New Delhi
Classplus,EdTech,series c,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,2017.0,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,series c,Noida
WINDO,E-commerce,seed,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,seed,Hyderabad
ApnaKlub,E-commerce,pre-series a,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,0.0,2020.0,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",pre-series a,Bangalore
GoBolt,Logistics,series b,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",20000000.0,2015.0,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",series b,Gurugram
Loco,Gaming,seed,Bangalore,Loco is India's leading live game streaming app.,9000000.0,2018.0,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",seed,Bangalore
Auric,HealthCare,pre-series a,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2000000.0,2017.0,Deepak Agarwal,Venture Catalysts,pre-series a,New Delhi
Humit,Music,pre-seed,Bangalore,Humit is a social networking app for music sharing and discovery.,0.0,2020.0,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,pre-seed,Bangalore
Airblack,IT startup,series a,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,5200000.0,2019.0,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",series a,Gurugram
Intervue,SaaS startup,seed,New Delhi,World's fastest collaborative environment to take tech interviews.,0.0,2021.0,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",seed,New Delhi
Nestroots,Fashion,seed,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",100000.0,2016.0,Chhavi Singh,We Founder Circle,seed,Gurugram
TABLT,HealthCare,seies a,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,3000000.0,2018.0,Anish Agarwal,Siti Cable,Other,Kolkata
Hesa,IT startup,seed,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2000000.0,2020.0,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",seed,Hyderabad
Powerhouse91,Consumer goods,seed,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",0.0,2020.0,"Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,seed,Gurugram
Chargeup,Renewable Energy,pre-series a,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",0.0,2019.0,"Varun Goenka, Akshay Kashyap",Mapmyindia,pre-series a,New Delhi
Treebo Hotels,Hospitality,series d,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,16000000.0,2015.0,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,series d,Bangalore
Supertails,Pet care,pre-series a,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2600000.0,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",pre-series a,Bangalore
SkilloVilla,EdTech,seed,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,300000.0,2020.0,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,seed,Bangalore
Cancer Clinics,HealthCare,pre-series a,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1500000.0,2014.0,"Sonali Srungaram, Sasi Sunkara",Axilor,pre-series a,Telugana
Velocity,FinTech,seed,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1300000.0,2020.0,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,seed,Bangalore
Happy Jars,Food & Beverages,seed,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",400000.0,2016.0,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,seed,New Delhi
ExtraaEdge,MarTech,pre-series a,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,1000000.0,2015.0,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",pre-series a,Pune
Zotalabs,Tech Startup,seed,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,1250000.0,2019.0,"Nausherwan Shah, Wasim Khan",Alfa Ventures,seed,Pune
Voiro,Advertisement,pre-series a,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1800000.0,2014.0,"Anand Gopal, Kavita Shenoy",1Crowd,pre-series a,Bangalore
Rupifi,FinTech,pre-series a,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,4100000.0,2019.0,Anubhav Jain,Quona Capital,pre-series a,Bangalore
Moneyboxx,FinTech,debt,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,3000000.0,1994.0,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",debt,Mumbai
CityMall,E-commerce,series a,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,11000000.0,2019.0,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",series a,Gurugram
Janani,Heathcare,seed,Bangalore,Janani.ai is a fertility care provider.,1000000.0,2020.0,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",seed,Bangalore
ReshaMandi,AgriTech,seed,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,1700000.0,2020.0,Utkarsh Apoorva,"Omnivore, Strive Ventures",seed,Bangalore
DotPe,FinTech,series a,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,27000000.0,2019.0,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",series a,Gurugram
Settlrs,Rental space,pre-series a,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",0.0,2018.0,"Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,pre-series a,Bangalore
BYJU'S,EdTech,series f,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,460000000.0,2011.0,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",Other,Bangalore
HealthPlix,HealthCare,series b,Bangalore,HealthPlix is a healthtech startup,13500000.0,2014.0,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",series b,Bangalore
Masai School,EdTech,series a,Bangalore,Masai School is a job-oriented software training services.,5000000.0,2019.0,Prateek Shukla,"Unitus Ventures, Omidyar Network India",series a,Bangalore
Stelis Biopharma,BioTechnology,series b,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,195000000.0,2007.0,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",series b,Bangalore
NeoDove,AI startup,seed,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",15000000.0,2020.0,Aprit Khandelwal,India Quotient,seed,Jaipur
KreditBee,FinTech,seed,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,75000000.0,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",seed,Bangalore
True Balance,FinTech,debt,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,10000000.0,2014.0,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",debt,Gurugram
FloBiz,Tech Startup,series a,Bangalore,India’s first neobusiness platform,10000000.0,2019.0,Rahul Raj,Elevation Capital,series a,Bangalore
Jeevam Health,Health care,pre-seed,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,1500000.0,2020.0,"Kamran alam, Piyush vishwakarma",Y Combinator,pre-seed,New Delhi
OZiva,Heathcare,series b,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,12000000.0,2016.0,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",series b,Mumbai
Blive,Tourism,pre-series a,Panaji,B: Live is an electric vehicle tourism startup.,1000000.0,2004.0,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",pre-series a,Panaji
Euler Motors,Automotive,series a,New Delhi,Electric Light Commercial Vehicle,2600000.0,2018.0,Saurav Kumar,"ADB Ventures, Jetty Ventures",series a,New Delhi
Pixxel,SpaceTech,seed,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,7300000.0,2019.0,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",seed,Bangalore
Prescinto,Solar,seed,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,3500000.0,2016.0,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",seed,Gujarat
MyGlamm,Beauty products,series c,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,20000000.0,2015.0,Darpan Sanghvi,Bessemer Venture Partners,series c,Mumbai
Chirrup,Gaming,pre-seed,Bangalore,Video integrated social-gaming platform,300000.0,2020.0,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",pre-seed,Bangalore
Juicy Chemistry,HealthCare,series a,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,6300000.0,2014.0,"Megha, Pritesh Asher.",Akya Ventures,series a,Coimbatore
Indifi,FinTech,debt,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,5000000.0,2015.0,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",debt,Gurugram
Bimaplan,FinTech,seed,Mumbai,Affordable insurance for the next billion Indians,500000.0,2020.0,Vikul Goyal,"Titan Capital, Y Combinator",seed,Mumbai
YAP,FinTech,series b,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,10000000.0,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",series b,Chennai
Leap Finance,FinTech,series b,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,17000000.0,2019.0,Vaibhav Singh,Jungle Ventures,series b,Bangalore
4baseCare,HealthTech,pre-series a,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2000000.0,2018.0,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",pre-series a,Bangalore
Ezstays,EdTech,seed,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",400000.0,2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,seed,New Delhi
Stylework,Co-working,pre-series a,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,500000.0,2017.0,Sparsh Khandelwal,Inflection Point Ventures,pre-series a,Gurugram
Riskcovry,InsureTech,series a,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",5000000.0,2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",series a,Bangalore
Quizizz,EdTech,series a,Bangalore,Quizizz is a Education based startup,12500000.0,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",series a,Bangalore
Turtlemint,InsureTech,series d,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,45000000.0,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,series d,Mumbai
Captain Fresh,Supply chain platform,seed,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,3000000.0,2019.0,Utham Gowda,"Matrix Partners India, Ankur Capital",seed,Bangalore
Northern Arc,FinTech,debt,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,10000000.0,2008.0,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",debt,Chennai
